CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1000,0,07550468997,07564122320,2025-06-04 09:16:29,2025-06-04 09:20:54,265,Voice,Completed,2.65,O2
1001,0,07550468997,07421348981,2025-05-17 16:45:32,2025-05-17 16:52:56,444,Voice,Completed,4.44,O2
1002,0,07550468997,07367702793,2025-05-14 16:21:06,,0,SMS,Failed,0.0,O2
1003,0,07550468997,07141199155,2025-05-23 14:36:07,2025-05-23 14:42:32,385,Voice,Completed,3.85,O2
1004,0,07550468997,07497965723,2025-06-07 16:28:17,,0,Data,Completed,0.0,O2
1005,0,07550468997,07529795921,2025-06-05 09:32:22,,0,SMS,Failed,0.0,O2
1006,0,07550468997,07260332374,2025-05-24 11:35:27,2025-05-24 11:41:07,340,Voice,Completed,3.4,O2
1007,0,07550468997,07166199377,2025-05-27 07:46:22,,0,SMS,Completed,0.0,O2
1008,0,07550468997,07220716330,2025-06-04 05:03:09,,0,Data,Failed,0.0,O2
1009,0,07550468997,07681989436,2025-05-20 04:48:31,,0,SMS,Missed,0.0,O2
1010,0,07550468997,07310061394,2025-06-02 07:43:32,,0,Data,Failed,0.0,O2
1011,0,07550468997,07288381937,2025-06-02 18:24:46,,0,SMS,Failed,0.0,O2
1012,0,07550468997,07481955199,2025-05-19 11:53:34,,0,Data,Failed,0.0,O2
1013,0,07550468997,07105486242,2025-05-28 14:34:11,,0,SMS,Failed,0.0,O2
1014,0,07550468997,07398095994,2025-06-05 01:57:57,2025-06-05 02:02:55,298,Voice,Completed,2.98,O2
1015,0,07550468997,07118161146,2025-05-23 22:40:20,2025-05-23 22:43:25,185,Voice,Completed,1.85,O2
1016,0,07550468997,07710457734,2025-05-21 18:31:07,2025-05-21 18:40:39,572,Voice,Completed,5.72,O2
1017,0,07550468997,07690656075,2025-05-20 11:00:20,,0,Data,Completed,0.0,O2
1018,0,07550468997,07366517690,2025-06-04 10:30:58,2025-06-04 10:37:23,385,Voice,Completed,3.85,O2
1019,0,07550468997,07205206606,2025-06-04 08:33:48,2025-06-04 08:34:03,15,Voice,Completed,0.15,O2
1020,0,07550468997,07863237559,2025-05-29 13:41:33,,0,Data,Missed,0.0,O2
1021,0,07550468997,07599079331,2025-05-29 13:09:15,2025-05-29 13:13:59,284,Voice,Completed,2.84,O2
1022,0,07550468997,07767532792,2025-06-04 09:27:11,,0,Data,Failed,0.0,O2
1023,0,07550468997,07145534723,2025-06-11 06:48:46,2025-06-11 06:56:47,481,Voice,Completed,4.81,O2
1024,0,07550468997,07258653374,2025-05-26 22:34:53,,0,SMS,Completed,0.0,O2
1025,0,07550468997,07783090008,2025-06-06 09:28:14,2025-06-06 09:32:51,277,Voice,Completed,2.77,O2
1026,0,07550468997,07878107730,2025-06-11 08:49:27,,0,Data,Completed,0.0,O2
1027,0,07550468997,07428224076,2025-05-15 18:50:17,,0,Data,Failed,0.0,O2
1028,0,07550468997,07723837869,2025-05-31 22:00:56,,0,SMS,Completed,0.0,O2
1029,0,07550468997,07340694133,2025-05-14 13:35:04,,0,SMS,Completed,0.0,O2
1030,0,07550468997,07307646677,2025-06-12 00:45:25,,0,SMS,Completed,0.0,O2
1031,0,07550468997,07919541896,2025-05-23 20:21:20,2025-05-23 20:21:35,15,Voice,Completed,0.15,O2
1032,0,07550468997,07988558076,2025-05-25 09:46:57,,0,SMS,Missed,0.0,O2
1033,0,07550468997,07225089566,2025-05-27 06:37:28,,0,SMS,Completed,0.0,O2
1034,0,07550468997,07145342813,2025-05-20 01:52:45,2025-05-20 02:00:38,473,Voice,Completed,4.73,O2
1035,0,07550468997,07129932816,2025-06-10 19:54:02,,0,Data,Failed,0.0,O2
1036,0,07550468997,07170682569,2025-06-09 06:36:53,2025-06-09 06:44:47,474,Voice,Completed,4.74,O2
1037,0,07550468997,07707600846,2025-05-21 08:27:15,,0,SMS,Completed,0.0,O2
1038,0,07550468997,07685686509,2025-05-18 14:37:35,2025-05-18 14:44:28,413,Voice,Completed,4.13,O2
1039,0,07550468997,07924830740,2025-06-10 07:24:59,,0,SMS,Completed,0.0,O2
