CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1240,6,07667743609,07679797565,2025-06-02 07:28:05,,0,Data,Failed,0.0,EE
1241,6,07667743609,07721024960,2025-05-21 18:04:10,,0,SMS,Missed,0.0,EE
1242,6,07667743609,07528097732,2025-05-27 03:53:28,2025-05-27 03:54:22,54,Voice,Completed,0.54,EE
1243,6,07667743609,07963476308,2025-06-04 14:48:00,,0,SMS,Missed,0.0,EE
1244,6,07667743609,07789615330,2025-05-21 18:51:41,2025-05-21 18:55:23,222,Voice,Completed,2.22,EE
1245,6,07667743609,07757259947,2025-06-12 08:41:44,,0,SMS,Missed,0.0,EE
1246,6,07667743609,07310584806,2025-05-25 12:35:27,,0,SMS,Missed,0.0,EE
1247,6,07667743609,07801275309,2025-05-16 12:39:33,,0,Data,Failed,0.0,EE
1248,6,07667743609,07183236728,2025-05-21 00:45:32,,0,SMS,Completed,0.0,EE
1249,6,07667743609,07932530305,2025-06-08 10:27:40,2025-06-08 10:28:18,38,Voice,Completed,0.38,EE
1250,6,07667743609,07471736695,2025-06-08 02:27:36,,0,SMS,Completed,0.0,EE
1251,6,07667743609,07479427370,2025-06-03 22:19:49,2025-06-03 22:22:57,188,Voice,Completed,1.88,EE
1252,6,07667743609,07660892630,2025-05-27 05:19:19,2025-05-27 05:27:57,518,Voice,Completed,5.18,EE
1253,6,07667743609,07726654013,2025-05-22 23:55:26,,0,SMS,Missed,0.0,EE
1254,6,07667743609,07317836613,2025-05-28 00:02:28,,0,Data,Completed,0.0,EE
1255,6,07667743609,07273061312,2025-06-04 13:47:34,,0,SMS,Completed,0.0,EE
1256,6,07667743609,07458521059,2025-06-11 07:07:46,,0,Data,Completed,0.0,EE
1257,6,07667743609,07359468416,2025-05-30 08:26:18,,0,SMS,Missed,0.0,EE
1258,6,07667743609,07125077144,2025-06-10 13:42:32,2025-06-10 13:46:54,262,Voice,Completed,2.62,EE
1259,6,07667743609,07372200593,2025-05-27 11:50:11,,0,SMS,Missed,0.0,EE
1260,6,07667743609,07402306700,2025-06-04 04:04:12,,0,SMS,Missed,0.0,EE
1261,6,07667743609,07197977367,2025-05-31 03:18:11,,0,SMS,Missed,0.0,EE
1262,6,07667743609,07154959553,2025-06-04 21:56:29,,0,Data,Failed,0.0,EE
1263,6,07667743609,07742650388,2025-05-31 12:05:56,2025-05-31 12:14:16,500,Voice,Completed,5.0,EE
1264,6,07667743609,07161479908,2025-05-20 06:46:29,2025-05-20 06:48:42,133,Voice,Completed,1.33,EE
1265,6,07667743609,07281225594,2025-05-15 12:57:39,,0,Data,Missed,0.0,EE
1266,6,07667743609,07933265322,2025-05-31 11:34:22,,0,Data,Completed,0.0,EE
1267,6,07667743609,07732039069,2025-06-10 00:30:11,,0,SMS,Completed,0.0,EE
1268,6,07667743609,07955289919,2025-06-03 20:01:53,2025-06-03 20:06:31,278,Voice,Completed,2.78,EE
1269,6,07667743609,07434407427,2025-06-12 05:32:51,,0,SMS,Completed,0.0,EE
1270,6,07667743609,07232839890,2025-05-27 17:17:28,2025-05-27 17:26:58,570,Voice,Completed,5.7,EE
1271,6,07667743609,07702709934,2025-06-01 10:24:23,2025-06-01 10:31:16,413,Voice,Completed,4.13,EE
1272,6,07667743609,07122135303,2025-06-06 20:38:25,,0,Data,Failed,0.0,EE
1273,6,07667743609,07475780482,2025-05-27 23:57:05,,0,SMS,Failed,0.0,EE
1274,6,07667743609,07977734104,2025-05-31 23:53:56,,0,Data,Missed,0.0,EE
1275,6,07667743609,07218006367,2025-05-30 15:12:59,2025-05-30 15:16:59,240,Voice,Completed,2.4,EE
1276,6,07667743609,07844308722,2025-06-01 22:03:16,,0,Data,Missed,0.0,EE
1277,6,07667743609,07640881057,2025-05-17 04:37:39,,0,SMS,Completed,0.0,EE
1278,6,07667743609,07450177194,2025-06-10 16:58:26,,0,SMS,Missed,0.0,EE
1279,6,07667743609,07401527537,2025-06-01 15:01:23,2025-06-01 15:06:39,316,Voice,Completed,3.16,EE
