CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1400,10,07901359540,07866188331,2025-05-28 12:27:56,,0,SMS,Missed,0.0,O2
1401,10,07901359540,07925980229,2025-05-16 15:01:51,2025-05-16 15:04:15,144,Voice,Completed,1.44,O2
1402,10,07901359540,07672733362,2025-05-31 02:33:57,,0,Data,Failed,0.0,O2
1403,10,07901359540,07100944172,2025-05-15 05:10:34,,0,Data,Failed,0.0,O2
1404,10,07901359540,07991767000,2025-05-20 00:22:12,,0,Data,Failed,0.0,O2
1405,10,07901359540,07156423776,2025-05-17 04:55:53,,0,SMS,Failed,0.0,O2
1406,10,07901359540,07414149402,2025-05-22 21:39:08,2025-05-22 21:48:15,547,Voice,Completed,5.47,O2
1407,10,07901359540,07543813625,2025-05-20 03:15:21,2025-05-20 03:19:52,271,Voice,Completed,2.71,O2
1408,10,07901359540,07222248900,2025-05-22 10:32:33,,0,Data,Completed,0.0,O2
1409,10,07901359540,07760174442,2025-05-17 04:46:08,,0,SMS,Failed,0.0,O2
1410,10,07901359540,07144405996,2025-05-20 08:46:53,,0,SMS,Failed,0.0,O2
1411,10,07901359540,07420442267,2025-05-17 19:09:00,,0,Data,Completed,0.0,O2
1412,10,07901359540,07334212389,2025-05-18 10:03:37,,0,SMS,Failed,0.0,O2
1413,10,07901359540,07343396862,2025-06-04 15:03:52,2025-06-04 15:09:50,358,Voice,Completed,3.58,O2
1414,10,07901359540,07700341808,2025-06-07 13:58:30,,0,Data,Completed,0.0,O2
1415,10,07901359540,07245924190,2025-05-19 07:41:38,2025-05-19 07:49:33,475,Voice,Completed,4.75,O2
1416,10,07901359540,07162875116,2025-05-19 01:26:35,,0,Data,Missed,0.0,O2
1417,10,07901359540,07575477166,2025-06-03 09:35:43,,0,SMS,Failed,0.0,O2
1418,10,07901359540,07435598262,2025-06-02 21:35:43,2025-06-02 21:40:14,271,Voice,Completed,2.71,O2
1419,10,07901359540,07516761666,2025-05-21 14:53:36,,0,SMS,Completed,0.0,O2
1420,10,07901359540,07395429965,2025-05-24 13:01:26,2025-05-24 13:02:51,85,Voice,Completed,0.85,O2
1421,10,07901359540,07543150981,2025-05-25 14:50:46,2025-05-25 14:58:10,444,Voice,Completed,4.44,O2
1422,10,07901359540,07802373823,2025-05-13 17:16:19,,0,SMS,Failed,0.0,O2
1423,10,07901359540,07364854417,2025-06-07 19:23:32,2025-06-07 19:27:10,218,Voice,Completed,2.18,O2
1424,10,07901359540,07301156508,2025-06-09 01:28:29,2025-06-09 01:31:30,181,Voice,Completed,1.81,O2
1425,10,07901359540,07846012515,2025-05-23 00:30:25,,0,SMS,Missed,0.0,O2
1426,10,07901359540,07979105385,2025-05-31 16:21:02,2025-05-31 16:26:59,357,Voice,Completed,3.57,O2
1427,10,07901359540,07600047682,2025-05-17 21:20:47,,0,SMS,Failed,0.0,O2
1428,10,07901359540,07899262818,2025-06-07 03:33:43,2025-06-07 03:41:22,459,Voice,Completed,4.59,O2
1429,10,07901359540,07389303851,2025-05-14 13:12:03,2025-05-14 13:14:38,155,Voice,Completed,1.55,O2
1430,10,07901359540,07343996032,2025-06-07 18:47:28,,0,SMS,Failed,0.0,O2
1431,10,07901359540,07195356387,2025-05-25 00:25:52,2025-05-25 00:26:41,49,Voice,Completed,0.49,O2
1432,10,07901359540,07272812727,2025-05-22 05:43:52,2025-05-22 05:48:43,291,Voice,Completed,2.91,O2
1433,10,07901359540,07927243776,2025-05-19 22:51:58,2025-05-19 22:55:51,233,Voice,Completed,2.33,O2
1434,10,07901359540,07988784873,2025-06-06 19:29:58,,0,SMS,Completed,0.0,O2
1435,10,07901359540,07360144982,2025-06-09 20:48:06,2025-06-09 20:55:11,425,Voice,Completed,4.25,O2
1436,10,07901359540,07140801433,2025-06-07 02:59:41,,0,Data,Missed,0.0,O2
1437,10,07901359540,07125450097,2025-05-30 15:46:52,,0,SMS,Completed,0.0,O2
1438,10,07901359540,07300047058,2025-06-12 12:38:24,,0,Data,Completed,0.0,O2
1439,10,07901359540,07669573310,2025-05-24 10:49:17,,0,SMS,Failed,0.0,O2
