CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1440,11,07913606997,07863316427,2025-06-05 08:15:09,2025-06-05 08:18:08,179,Voice,Completed,1.79,EE
1441,11,07913606997,07790446326,2025-05-23 04:45:04,,0,Data,Completed,0.0,EE
1442,11,07913606997,07602181576,2025-05-26 00:57:33,2025-05-26 01:02:21,288,Voice,Completed,2.88,EE
1443,11,07913606997,07491216317,2025-05-17 17:32:13,2025-05-17 17:32:35,22,Voice,Completed,0.22,EE
1444,11,07913606997,07533356601,2025-05-22 09:11:52,,0,SMS,Missed,0.0,EE
1445,11,07913606997,07354796932,2025-06-11 12:15:44,2025-06-11 12:18:50,186,Voice,Completed,1.86,EE
1446,11,07913606997,07285487482,2025-05-31 13:59:17,,0,SMS,Missed,0.0,EE
1447,11,07913606997,07707227228,2025-05-26 17:47:31,2025-05-26 17:47:47,16,Voice,Completed,0.16,EE
1448,11,07913606997,07570113849,2025-05-25 17:21:28,,0,SMS,Missed,0.0,EE
1449,11,07913606997,07353714134,2025-05-23 00:58:49,,0,Data,Missed,0.0,EE
1450,11,07913606997,07281439420,2025-05-24 05:12:48,,0,SMS,Failed,0.0,EE
1451,11,07913606997,07877357978,2025-06-09 01:18:12,,0,Data,Completed,0.0,EE
1452,11,07913606997,07559170640,2025-05-24 06:00:52,2025-05-24 06:03:51,179,Voice,Completed,1.79,EE
1453,11,07913606997,07784439330,2025-05-26 06:16:26,,0,SMS,Completed,0.0,EE
1454,11,07913606997,07212371143,2025-05-23 11:01:20,2025-05-23 11:06:19,299,Voice,Completed,2.99,EE
1455,11,07913606997,07265468542,2025-05-16 09:29:41,2025-05-16 09:39:40,599,Voice,Completed,5.99,EE
1456,11,07913606997,07328830056,2025-05-27 00:07:42,2025-05-27 00:16:44,542,Voice,Completed,5.42,EE
1457,11,07913606997,07282477697,2025-06-06 12:14:42,,0,SMS,Failed,0.0,EE
1458,11,07913606997,07931800135,2025-05-25 03:15:16,2025-05-25 03:16:35,79,Voice,Completed,0.79,EE
1459,11,07913606997,07146075057,2025-06-04 08:03:51,,0,SMS,Completed,0.0,EE
1460,11,07913606997,07464476302,2025-05-29 13:28:41,2025-05-29 13:30:24,103,Voice,Completed,1.03,EE
1461,11,07913606997,07778913298,2025-05-22 05:58:56,2025-05-22 06:08:34,578,Voice,Completed,5.78,EE
1462,11,07913606997,07411688509,2025-06-11 19:49:26,2025-06-11 19:58:06,520,Voice,Completed,5.2,EE
1463,11,07913606997,07375062168,2025-05-22 16:42:22,2025-05-22 16:45:42,200,Voice,Completed,2.0,EE
1464,11,07913606997,07191673414,2025-05-21 11:24:57,,0,SMS,Completed,0.0,EE
1465,11,07913606997,07849158057,2025-05-27 09:40:25,2025-05-27 09:49:45,560,Voice,Completed,5.6,EE
1466,11,07913606997,07962133768,2025-05-21 17:21:41,2025-05-21 17:23:19,98,Voice,Completed,0.98,EE
1467,11,07913606997,07709271980,2025-05-16 15:19:05,,0,SMS,Failed,0.0,EE
1468,11,07913606997,07117460444,2025-05-21 06:35:34,,0,SMS,Completed,0.0,EE
1469,11,07913606997,07125985967,2025-05-13 20:17:53,2025-05-13 20:21:42,229,Voice,Completed,2.29,EE
1470,11,07913606997,07282465338,2025-05-26 12:07:00,,0,SMS,Failed,0.0,EE
1471,11,07913606997,07983295069,2025-06-11 23:38:58,,0,Data,Missed,0.0,EE
1472,11,07913606997,07181132504,2025-05-14 08:30:52,2025-05-14 08:39:16,504,Voice,Completed,5.04,EE
1473,11,07913606997,07570915115,2025-06-05 00:32:27,,0,SMS,Failed,0.0,EE
1474,11,07913606997,07138360520,2025-05-28 13:32:28,,0,Data,Missed,0.0,EE
1475,11,07913606997,07963848159,2025-05-29 05:37:15,2025-05-29 05:43:44,389,Voice,Completed,3.89,EE
1476,11,07913606997,07214005035,2025-05-22 06:46:20,,0,SMS,Missed,0.0,EE
1477,11,07913606997,07900767279,2025-05-27 17:02:12,,0,SMS,Completed,0.0,EE
1478,11,07913606997,07269020827,2025-06-05 21:57:16,2025-06-05 21:58:41,85,Voice,Completed,0.85,EE
1479,11,07913606997,07650662540,2025-05-14 06:40:18,2025-05-14 06:49:31,553,Voice,Completed,5.53,EE
