CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1560,14,07741361286,07432647955,2025-06-09 23:56:30,2025-06-10 00:03:32,422,Voice,Completed,4.22,O2
1561,14,07741361286,07178805618,2025-05-21 16:49:47,,0,Data,Failed,0.0,O2
1562,14,07741361286,07582021951,2025-05-31 05:18:47,,0,Data,Completed,0.0,O2
1563,14,07741361286,07425498421,2025-05-28 13:32:52,2025-05-28 13:37:14,262,Voice,Completed,2.62,O2
1564,14,07741361286,07156061973,2025-05-18 23:13:49,2025-05-18 23:14:06,17,Voice,Completed,0.17,O2
1565,14,07741361286,07227962511,2025-06-04 22:09:11,,0,Data,Failed,0.0,O2
1566,14,07741361286,07228402152,2025-06-07 18:35:31,,0,Data,Completed,0.0,O2
1567,14,07741361286,07640754307,2025-06-02 01:53:49,,0,SMS,Failed,0.0,O2
1568,14,07741361286,07933806316,2025-05-25 19:41:57,2025-05-25 19:51:37,580,Voice,Completed,5.8,O2
1569,14,07741361286,07317514432,2025-05-17 10:15:25,,0,Data,Completed,0.0,O2
1570,14,07741361286,07427798977,2025-05-27 15:42:49,2025-05-27 15:46:21,212,Voice,Completed,2.12,O2
1571,14,07741361286,07762551103,2025-06-06 19:16:07,,0,SMS,Missed,0.0,O2
1572,14,07741361286,07823799182,2025-06-10 22:44:42,,0,SMS,Completed,0.0,O2
1573,14,07741361286,07700354943,2025-05-22 06:43:06,,0,SMS,Missed,0.0,O2
1574,14,07741361286,07946382563,2025-05-22 15:23:35,2025-05-22 15:26:30,175,Voice,Completed,1.75,O2
1575,14,07741361286,07676387209,2025-05-23 12:59:46,,0,Data,Failed,0.0,O2
1576,14,07741361286,07492548789,2025-05-17 06:04:03,2025-05-17 06:08:39,276,Voice,Completed,2.76,O2
1577,14,07741361286,07620108124,2025-06-10 08:56:35,,0,Data,Completed,0.0,O2
1578,14,07741361286,07717852214,2025-05-13 17:05:45,,0,SMS,Failed,0.0,O2
1579,14,07741361286,07993739906,2025-05-23 14:40:33,,0,Data,Completed,0.0,O2
1580,14,07741361286,07321594941,2025-05-25 22:20:08,2025-05-25 22:26:18,370,Voice,Completed,3.7,O2
1581,14,07741361286,07812112426,2025-05-27 15:26:59,2025-05-27 15:36:31,572,Voice,Completed,5.72,O2
1582,14,07741361286,07432022688,2025-05-23 02:50:25,,0,Data,Missed,0.0,O2
1583,14,07741361286,07842001592,2025-05-20 00:22:16,,0,Data,Completed,0.0,O2
1584,14,07741361286,07868139165,2025-06-02 00:34:46,,0,Data,Missed,0.0,O2
1585,14,07741361286,07987471454,2025-06-10 22:14:47,,0,SMS,Missed,0.0,O2
1586,14,07741361286,07688286797,2025-05-27 14:16:14,,0,SMS,Completed,0.0,O2
1587,14,07741361286,07804927075,2025-06-05 05:03:13,2025-06-05 05:12:53,580,Voice,Completed,5.8,O2
1588,14,07741361286,07190659034,2025-05-19 18:35:41,2025-05-19 18:37:04,83,Voice,Completed,0.83,O2
1589,14,07741361286,07831358924,2025-05-20 01:01:53,,0,SMS,Failed,0.0,O2
1590,14,07741361286,07415056454,2025-06-06 16:19:21,2025-06-06 16:25:34,373,Voice,Completed,3.73,O2
1591,14,07741361286,07673275556,2025-05-17 23:41:30,,0,SMS,Completed,0.0,O2
1592,14,07741361286,07427618585,2025-05-13 23:52:14,,0,SMS,Missed,0.0,O2
1593,14,07741361286,07454749949,2025-06-04 06:30:07,,0,Data,Missed,0.0,O2
1594,14,07741361286,07541747676,2025-05-19 08:43:04,2025-05-19 08:48:28,324,Voice,Completed,3.24,O2
1595,14,07741361286,07641463498,2025-05-30 08:23:44,2025-05-30 08:29:23,339,Voice,Completed,3.39,O2
1596,14,07741361286,07927748034,2025-06-06 07:07:19,,0,Data,Missed,0.0,O2
1597,14,07741361286,07467679825,2025-06-07 02:44:47,,0,SMS,Missed,0.0,O2
1598,14,07741361286,07927208527,2025-05-31 10:45:03,2025-05-31 10:50:59,356,Voice,Completed,3.56,O2
1599,14,07741361286,07470826262,2025-05-26 16:11:01,2025-05-26 16:19:28,507,Voice,Completed,5.07,O2
