CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1160,4,07765644406,07560178625,2025-05-22 06:33:19,,0,SMS,Missed,0.0,O2
1161,4,07765644406,07985393700,2025-06-01 01:32:07,,0,SMS,Missed,0.0,O2
1162,4,07765644406,07520621931,2025-05-16 15:54:59,,0,SMS,Missed,0.0,O2
1163,4,07765644406,07854292520,2025-05-26 01:35:05,,0,Data,Missed,0.0,O2
1164,4,07765644406,07711825711,2025-05-22 12:54:38,,0,Data,Failed,0.0,O2
1165,4,07765644406,07882619230,2025-05-23 02:05:25,,0,Data,Missed,0.0,O2
1166,4,07765644406,07125163810,2025-05-26 10:14:14,,0,Data,Failed,0.0,O2
1167,4,07765644406,07753738707,2025-05-15 08:52:24,2025-05-15 09:01:57,573,Voice,Completed,5.73,O2
1168,4,07765644406,07341976614,2025-06-04 21:52:09,2025-06-04 22:00:11,482,Voice,Completed,4.82,O2
1169,4,07765644406,07939547855,2025-06-05 00:44:54,2025-06-05 00:50:38,344,Voice,Completed,3.44,O2
1170,4,07765644406,07294851262,2025-06-11 10:49:50,2025-06-11 10:56:29,399,Voice,Completed,3.99,O2
1171,4,07765644406,07255200830,2025-05-13 21:26:01,,0,SMS,Missed,0.0,O2
1172,4,07765644406,07813960747,2025-05-22 13:55:42,,0,Data,Completed,0.0,O2
1173,4,07765644406,07251246922,2025-05-20 03:46:26,,0,Data,Missed,0.0,O2
1174,4,07765644406,07324829397,2025-05-18 09:24:32,,0,Data,Missed,0.0,O2
1175,4,07765644406,07339464239,2025-06-04 11:57:48,,0,Data,Failed,0.0,O2
1176,4,07765644406,07603281208,2025-05-22 03:13:00,2025-05-22 03:21:38,518,Voice,Completed,5.18,O2
1177,4,07765644406,07976751053,2025-05-20 06:15:18,2025-05-20 06:20:21,303,Voice,Completed,3.03,O2
1178,4,07765644406,07719959294,2025-06-06 01:03:10,,0,SMS,Missed,0.0,O2
1179,4,07765644406,07591551699,2025-06-03 23:59:49,2025-06-04 00:05:00,311,Voice,Completed,3.11,O2
1180,4,07765644406,07418627212,2025-06-02 02:29:04,,0,Data,Completed,0.0,O2
1181,4,07765644406,07222932157,2025-06-11 02:21:24,,0,SMS,Failed,0.0,O2
1182,4,07765644406,07211893449,2025-05-17 17:05:27,2025-05-17 17:14:58,571,Voice,Completed,5.71,O2
1183,4,07765644406,07897538769,2025-05-20 06:55:45,,0,SMS,Failed,0.0,O2
1184,4,07765644406,07842322846,2025-05-14 06:55:56,,0,Data,Missed,0.0,O2
1185,4,07765644406,07868790267,2025-05-20 03:31:22,2025-05-20 03:37:32,370,Voice,Completed,3.7,O2
1186,4,07765644406,07514208439,2025-05-25 16:10:04,2025-05-25 16:13:40,216,Voice,Completed,2.16,O2
1187,4,07765644406,07460097953,2025-05-16 03:23:22,,0,SMS,Failed,0.0,O2
1188,4,07765644406,07539843208,2025-05-30 13:36:58,2025-05-30 13:43:36,398,Voice,Completed,3.98,O2
1189,4,07765644406,07799956329,2025-05-22 18:43:52,,0,SMS,Failed,0.0,O2
1190,4,07765644406,07835210845,2025-05-16 03:46:05,,0,Data,Completed,0.0,O2
1191,4,07765644406,07537699720,2025-05-25 14:38:00,,0,Data,Missed,0.0,O2
1192,4,07765644406,07868659415,2025-05-29 04:14:49,,0,Data,Missed,0.0,O2
1193,4,07765644406,07321559965,2025-05-30 14:50:45,,0,SMS,Failed,0.0,O2
1194,4,07765644406,07215938322,2025-06-07 05:58:49,,0,Data,Missed,0.0,O2
1195,4,07765644406,07944816047,2025-05-30 06:00:37,,0,SMS,Completed,0.0,O2
1196,4,07765644406,07676065976,2025-05-30 01:49:08,2025-05-30 01:56:47,459,Voice,Completed,4.59,O2
1197,4,07765644406,07660191080,2025-06-10 03:03:13,,0,SMS,Completed,0.0,O2
1198,4,07765644406,07889342768,2025-06-10 17:47:32,2025-06-10 17:55:31,479,Voice,Completed,4.79,O2
1199,4,07765644406,07755379140,2025-05-23 06:08:25,2025-05-23 06:09:12,47,Voice,Completed,0.47,O2
