CallID,UserID,Source,Destination,StartTime,EndTime,Duration,CallType,Status,Cost,Provider
1120,3,07493482165,07929847302,2025-05-31 09:23:11,,0,SMS,Completed,0.0,Vodafone
1121,3,07493482165,07912753891,2025-05-30 02:34:47,2025-05-30 02:35:42,55,Voice,Completed,0.55,Vodafone
1122,3,07493482165,07847885149,2025-06-02 15:22:07,,0,SMS,Failed,0.0,Vodafone
1123,3,07493482165,07893595706,2025-05-17 22:04:19,,0,SMS,Missed,0.0,Vodafone
1124,3,07493482165,07567759877,2025-05-27 23:39:48,2025-05-27 23:42:59,191,Voice,Completed,1.91,Vodafone
1125,3,07493482165,07640017006,2025-05-31 06:48:02,2025-05-31 06:56:09,487,Voice,Completed,4.87,Vodafone
1126,3,07493482165,07995847984,2025-06-10 10:12:05,,0,SMS,Failed,0.0,Vodafone
1127,3,07493482165,07280441000,2025-06-02 04:47:14,2025-06-02 04:53:12,358,Voice,Completed,3.58,Vodafone
1128,3,07493482165,07290581698,2025-05-16 04:31:59,2025-05-16 04:40:42,523,Voice,Completed,5.23,Vodafone
1129,3,07493482165,07647967743,2025-05-15 17:47:05,,0,Data,Completed,0.0,Vodafone
1130,3,07493482165,07437374342,2025-06-01 16:34:22,,0,Data,Failed,0.0,Vodafone
1131,3,07493482165,07723039672,2025-06-11 21:33:48,,0,Data,Missed,0.0,Vodafone
1132,3,07493482165,07720701811,2025-05-14 13:50:43,,0,SMS,Missed,0.0,Vodafone
1133,3,07493482165,07865059269,2025-05-23 08:52:02,,0,SMS,Missed,0.0,Vodafone
1134,3,07493482165,07784260429,2025-06-03 06:55:38,,0,SMS,Missed,0.0,Vodafone
1135,3,07493482165,07954795888,2025-06-08 18:42:06,,0,Data,Completed,0.0,Vodafone
1136,3,07493482165,07791330553,2025-06-07 23:59:40,,0,SMS,Failed,0.0,Vodafone
1137,3,07493482165,07449368369,2025-06-09 16:02:54,2025-06-09 16:11:37,523,Voice,Completed,5.23,Vodafone
1138,3,07493482165,07429154154,2025-05-20 03:51:40,,0,SMS,Failed,0.0,Vodafone
1139,3,07493482165,07576463030,2025-05-22 21:22:10,,0,Data,Completed,0.0,Vodafone
1140,3,07493482165,07763728367,2025-06-09 14:04:23,,0,SMS,Missed,0.0,Vodafone
1141,3,07493482165,07869759488,2025-05-26 06:17:31,2025-05-26 06:26:24,533,Voice,Completed,5.33,Vodafone
1142,3,07493482165,07728686974,2025-05-23 00:22:40,,0,Data,Failed,0.0,Vodafone
1143,3,07493482165,07445242301,2025-05-22 03:15:24,,0,Data,Completed,0.0,Vodafone
1144,3,07493482165,07744857503,2025-05-21 15:58:14,,0,Data,Completed,0.0,Vodafone
1145,3,07493482165,07774539323,2025-05-16 22:58:21,,0,Data,Completed,0.0,Vodafone
1146,3,07493482165,07254454653,2025-06-02 01:15:07,,0,Data,Missed,0.0,Vodafone
1147,3,07493482165,07631769950,2025-06-04 15:05:20,,0,Data,Completed,0.0,Vodafone
1148,3,07493482165,07323096839,2025-06-11 17:33:48,2025-06-11 17:40:38,410,Voice,Completed,4.1,Vodafone
1149,3,07493482165,07826379310,2025-05-16 02:59:32,2025-05-16 03:05:38,366,Voice,Completed,3.66,Vodafone
1150,3,07493482165,07445849370,2025-06-10 23:28:04,,0,Data,Completed,0.0,Vodafone
1151,3,07493482165,07503370409,2025-05-15 07:35:14,,0,SMS,Missed,0.0,Vodafone
1152,3,07493482165,07997380364,2025-05-26 02:57:14,,0,Data,Failed,0.0,Vodafone
1153,3,07493482165,07254115257,2025-06-12 10:18:14,,0,SMS,Failed,0.0,Vodafone
1154,3,07493482165,07689260244,2025-05-28 00:57:50,,0,SMS,Missed,0.0,Vodafone
1155,3,07493482165,07889652249,2025-06-09 20:36:38,,0,Data,Failed,0.0,Vodafone
1156,3,07493482165,07920027053,2025-05-31 12:14:43,2025-05-31 12:20:22,339,Voice,Completed,3.39,Vodafone
1157,3,07493482165,07343418941,2025-06-08 03:48:28,,0,SMS,Completed,0.0,Vodafone
1158,3,07493482165,07477406902,2025-06-12 12:21:47,,0,Data,Failed,0.0,Vodafone
1159,3,07493482165,07419394814,2025-05-14 01:27:49,2025-05-14 01:31:44,235,Voice,Completed,2.35,Vodafone
